Country,Country Code,Year,Avg_Dengue
AFGHANISTAN,AFG,2021,379.6363636363636
AMERICAN SAMOA,ASM,2000,0.0
AMERICAN SAMOA,ASM,2001,500.0
AMERICAN SAMOA,ASM,2002,1185.0
AMERICAN SAMOA,ASM,2003,0.0
AMERICAN SAMOA,ASM,2004,0.0
AMERICAN SAMOA,ASM,2005,0.0
AMERICAN SAMOA,ASM,2006,53.0
AMERICAN SAMOA,ASM,2007,126.0
AMERICAN SAMOA,ASM,2008,649.0
AMERICAN SAMOA,ASM,2009,419.0
AMERICAN SAMOA,ASM,2010,51.0
AMERICAN SAMOA,ASM,2015,479.0
AMERICAN SAMOA,ASM,2016,0.0
AMERICAN SAMOA,ASM,2017,37.0
AMERICAN SAMOA,ASM,2018,0.0
AMERICAN SAMOA,ASM,2019,1.3333333333333333
ANGUILLA,AIA,2000,3.0
ANGUILLA,AIA,2001,25.0
ANGUILLA,AIA,2002,5.0
ANGUILLA,AIA,2003,2.0
ANGUILLA,AIA,2004,0.0
ANGUILLA,AIA,2005,0.0
ANGUILLA,AIA,2006,0.0
ANGUILLA,AIA,2007,0.0
ANGUILLA,AIA,2008,9.0
ANGUILLA,AIA,2009,0.0
ANGUILLA,AIA,2010,1.0
ANGUILLA,AIA,2011,9.0
ANGUILLA,AIA,2012,7.0
ANGUILLA,AIA,2013,8.0
ANGUILLA,AIA,2014,0.4
ANGUILLA,AIA,2015,0.0
ANGUILLA,AIA,2017,1.6666666666666667
ANGUILLA,AIA,2018,0.08333333333333333
ANGUILLA,AIA,2019,0.0
ANGUILLA,AIA,2020,0.0
ANTIGUA AND BARBUDA,ATG,2000,8.0
ANTIGUA AND BARBUDA,ATG,2001,20.0
ANTIGUA AND BARBUDA,ATG,2002,5.0
ANTIGUA AND BARBUDA,ATG,2003,1.0
ANTIGUA AND BARBUDA,ATG,2004,0.0
ANTIGUA AND BARBUDA,ATG,2005,0.0
ANTIGUA AND BARBUDA,ATG,2006,0.0
ANTIGUA AND BARBUDA,ATG,2007,0.0
ANTIGUA AND BARBUDA,ATG,2008,17.0
ANTIGUA AND BARBUDA,ATG,2009,0.0
ANTIGUA AND BARBUDA,ATG,2010,3.0
ANTIGUA AND BARBUDA,ATG,2011,7.0
ANTIGUA AND BARBUDA,ATG,2012,10.0
ANTIGUA AND BARBUDA,ATG,2013,3.0
ANTIGUA AND BARBUDA,ATG,2014,0.3333333333333333
ANTIGUA AND BARBUDA,ATG,2015,0.0
ANTIGUA AND BARBUDA,ATG,2016,0.3333333333333333
ANTIGUA AND BARBUDA,ATG,2017,0.0
ANTIGUA AND BARBUDA,ATG,2018,0.0
ANTIGUA AND BARBUDA,ATG,2019,18.0
ANTIGUA AND BARBUDA,ATG,2020,29.416666666666668
ANTIGUA AND BARBUDA,ATG,2021,0.0
ANTIGUA AND BARBUDA,ATG,2022,0.0
ARGENTINA,ARG,2000,1700.0
ARGENTINA,ARG,2001,11.0
ARGENTINA,ARG,2002,234.0
ARGENTINA,ARG,2003,135.0
ARGENTINA,ARG,2004,3284.0
ARGENTINA,ARG,2005,249.0
ARGENTINA,ARG,2006,181.0
ARGENTINA,ARG,2007,173.0
ARGENTINA,ARG,2008,40.0
ARGENTINA,ARG,2009,26612.0
ARGENTINA,ARG,2010,1185.0
ARGENTINA,ARG,2011,213.0
ARGENTINA,ARG,2012,2803.0
ARGENTINA,ARG,2013,4678.5
ARGENTINA,ARG,2014,267.25
ARGENTINA,ARG,2015,377.4166666666667
ARGENTINA,ARG,2016,7094.0
ARGENTINA,ARG,2017,43.583333333333336
ARGENTINA,ARG,2018,62.0
ARGENTINA,ARG,2019,273.5833333333333
ARGENTINA,ARG,2020,4940.833333333333
ARGENTINA,ARG,2021,633.5
ARGENTINA,ARG,2022,63.833333333333336
ARUBA,ABW,2000,76.0
ARUBA,ABW,2001,0.0
ARUBA,ABW,2002,25.0
ARUBA,ABW,2004,173.0
ARUBA,ABW,2005,0.0
ARUBA,ABW,2006,5.0
ARUBA,ABW,2007,0.0
ARUBA,ABW,2008,0.0
ARUBA,ABW,2009,845.0
ARUBA,ABW,2010,1415.0
ARUBA,ABW,2011,3027.0
ARUBA,ABW,2012,0.0
ARUBA,ABW,2013,528.0
ARUBA,ABW,2014,12.25
ARUBA,ABW,2016,17.0
ARUBA,ABW,2017,0.0
ARUBA,ABW,2018,0.75
ARUBA,ABW,2019,0.0
ARUBA,ABW,2020,0.1111111111111111
ARUBA,ABW,2021,0.0
ARUBA,ABW,2022,0.0
AUSTRALIA,AUS,2000,217.0
AUSTRALIA,AUS,2001,15.25
AUSTRALIA,AUS,2002,18.666666666666668
AUSTRALIA,AUS,2003,868.0
AUSTRALIA,AUS,2004,356.0
AUSTRALIA,AUS,2005,219.0
AUSTRALIA,AUS,2006,15.666666666666666
AUSTRALIA,AUS,2007,26.333333333333332
AUSTRALIA,AUS,2008,557.0
AUSTRALIA,AUS,2009,117.0
AUSTRALIA,AUS,2010,102.33333333333333
AUSTRALIA,AUS,2011,68.41666666666667
AUSTRALIA,AUS,2012,128.25
AUSTRALIA,AUS,2013,1841.0
AUSTRALIA,AUS,2014,1721.0
AUSTRALIA,AUS,2015,1716.0
AUSTRALIA,AUS,2016,186.58333333333334
AUSTRALIA,AUS,2017,94.58333333333333
AUSTRALIA,AUS,2018,77.75
AUSTRALIA,AUS,2019,122.41666666666667
AUSTRALIA,AUS,2020,18.666666666666668
AUSTRALIA,AUS,2021,0.9166666666666666
AUSTRALIA,AUS,2022,44.583333333333336
AUSTRALIA,AUS,2023,79.22222222222223
BAHAMAS,BHS,2000,0.0
BAHAMAS,BHS,2001,0.0
BAHAMAS,BHS,2002,0.0
BAHAMAS,BHS,2003,180.0
BAHAMAS,BHS,2004,1.0
BAHAMAS,BHS,2005,0.0
BAHAMAS,BHS,2006,1.0
BAHAMAS,BHS,2007,0.0
BAHAMAS,BHS,2008,1.0
BAHAMAS,BHS,2009,0.0
BAHAMAS,BHS,2010,8.0
BAHAMAS,BHS,2011,7000.0
BAHAMAS,BHS,2012,3.0
BAHAMAS,BHS,2013,3.0
BAHAMAS,BHS,2015,3.0
BAHAMAS,BHS,2016,6.0
BAHAMAS,BHS,2017,0.9090909090909091
BAHAMAS,BHS,2018,0.25
BAHAMAS,BHS,2019,2.0
BAHAMAS,BHS,2020,0.08333333333333333
BANGLADESH,BGD,2000,5551.0
BANGLADESH,BGD,2001,2430.0
BANGLADESH,BGD,2002,6132.0
BANGLADESH,BGD,2003,486.0
BANGLADESH,BGD,2004,3934.0
BANGLADESH,BGD,2005,1048.0
BANGLADESH,BGD,2006,2200.0
BANGLADESH,BGD,2007,466.0
BANGLADESH,BGD,2008,192.0
BANGLADESH,BGD,2009,78.83333333333333
BANGLADESH,BGD,2010,68.16666666666667
BANGLADESH,BGD,2011,113.25
BANGLADESH,BGD,2012,55.916666666666664
BANGLADESH,BGD,2013,145.75
BANGLADESH,BGD,2014,31.25
BANGLADESH,BGD,2015,263.5
BANGLADESH,BGD,2016,505.0
BANGLADESH,BGD,2017,230.75
BANGLADESH,BGD,2018,845.6666666666666
BANGLADESH,BGD,2019,8746.166666666666
BANGLADESH,BGD,2020,117.08333333333333
BANGLADESH,BGD,2021,2223.5833333333335
BANGLADESH,BGD,2022,5090.75
BARBADOS,BRB,2000,744.0
BARBADOS,BRB,2001,1057.0
BARBADOS,BRB,2002,740.0
BARBADOS,BRB,2003,557.0
BARBADOS,BRB,2004,349.0
BARBADOS,BRB,2005,320.0
BARBADOS,BRB,2006,1.0
BARBADOS,BRB,2007,0.0
BARBADOS,BRB,2008,1.0
BARBADOS,BRB,2009,55.0
BARBADOS,BRB,2010,2917.0
BARBADOS,BRB,2011,745.0
BARBADOS,BRB,2012,912.0
BARBADOS,BRB,2013,1435.5
BARBADOS,BRB,2014,222.16666666666666
BARBADOS,BRB,2015,41.916666666666664
BARBADOS,BRB,2016,144.33333333333334
BARBADOS,BRB,2017,49.75
BARBADOS,BRB,2018,5.75
BARBADOS,BRB,2019,10.416666666666666
BARBADOS,BRB,2020,111.83333333333333
BARBADOS,BRB,2021,37.333333333333336
BARBADOS,BRB,2022,12.5
BELIZE,BLZ,2000,4.0
BELIZE,BLZ,2001,3.0
BELIZE,BLZ,2002,41.0
BELIZE,BLZ,2003,9.0
BELIZE,BLZ,2004,2.0
BELIZE,BLZ,2005,380.0
BELIZE,BLZ,2006,9.0
BELIZE,BLZ,2007,40.0
BELIZE,BLZ,2008,23.0
BELIZE,BLZ,2009,1457.0
BELIZE,BLZ,2010,2178.0
BELIZE,BLZ,2011,469.0
BELIZE,BLZ,2012,1421.0
BELIZE,BLZ,2013,1388.5
BELIZE,BLZ,2014,415.8333333333333
BELIZE,BLZ,2015,474.25
BELIZE,BLZ,2016,408.25
BELIZE,BLZ,2017,254.5
BELIZE,BLZ,2018,195.58333333333334
BELIZE,BLZ,2019,1117.5
BELIZE,BLZ,2020,221.5
BELIZE,BLZ,2021,250.2
BELIZE,BLZ,2022,0.0
BERMUDA,BMU,2000,0.0
BERMUDA,BMU,2001,0.0
BERMUDA,BMU,2002,0.0
BERMUDA,BMU,2003,0.0
BERMUDA,BMU,2004,0.0
BERMUDA,BMU,2005,2.0
BERMUDA,BMU,2006,2.0
BERMUDA,BMU,2007,0.0
BERMUDA,BMU,2008,0.0
BERMUDA,BMU,2009,0.0
BERMUDA,BMU,2010,2.0
BERMUDA,BMU,2011,1.0
BERMUDA,BMU,2012,0.0
BERMUDA,BMU,2013,0.5
BERMUDA,BMU,2014,0.08333333333333333
BERMUDA,BMU,2015,0.0
BERMUDA,BMU,2016,0.0
BERMUDA,BMU,2017,0.0
BERMUDA,BMU,2018,0.0
BERMUDA,BMU,2019,0.16666666666666666
BERMUDA,BMU,2020,0.0
BERMUDA,BMU,2021,0.0
BERMUDA,BMU,2022,0.0
BHUTAN,BTN,2000,0.0
BHUTAN,BTN,2001,0.0
BHUTAN,BTN,2002,0.0
BHUTAN,BTN,2003,0.0
BHUTAN,BTN,2004,2579.0
BHUTAN,BTN,2005,19.0
BHUTAN,BTN,2006,480.0
BHUTAN,BTN,2007,86.0
BHUTAN,BTN,2008,73.0
BHUTAN,BTN,2009,351.0
BHUTAN,BTN,2010,874.0
BHUTAN,BTN,2011,712.0
BHUTAN,BTN,2012,1101.0
BHUTAN,BTN,2013,111.0
BHUTAN,BTN,2014,0.0
BHUTAN,BTN,2015,0.0
BHUTAN,BTN,2016,550.0
BHUTAN,BTN,2017,87.0
BHUTAN,BTN,2018,28.0
BHUTAN,BTN,2019,5480.0
BHUTAN,BTN,2020,16.0
BHUTAN,BTN,2021,5.0
BOLIVIA,BOL,2000,118.0
BOLIVIA,BOL,2001,340.0
BOLIVIA,BOL,2002,892.0
BOLIVIA,BOL,2003,6548.0
BOLIVIA,BOL,2004,7390.0
BOLIVIA,BOL,2005,4292.0
BOLIVIA,BOL,2006,2040.0
BOLIVIA,BOL,2007,7332.0
BOLIVIA,BOL,2008,3181.0
BOLIVIA,BOL,2009,84047.0
BOLIVIA,BOL,2010,5191.0
BOLIVIA,BOL,2011,26681.0
BOLIVIA,BOL,2012,42704.0
BOLIVIA,BOL,2013,6633.0
BOLIVIA,BOL,2014,1867.4166666666667
BOLIVIA,BOL,2015,2258.25
BOLIVIA,BOL,2016,2898.8333333333335
BOLIVIA,BOL,2017,1665.8333333333333
BOLIVIA,BOL,2018,1276.6666666666667
BOLIVIA,BOL,2019,1797.25
BOLIVIA,BOL,2020,9124.833333333334
BOLIVIA,BOL,2021,745.5833333333334
BOLIVIA,BOL,2022,1419.6666666666667
"BONAIRE, SAINT EUSTATIUS AND SABA",BES,2013,444.0
"BONAIRE, SAINT EUSTATIUS AND SABA",BES,2017,0.0
"BONAIRE, SAINT EUSTATIUS AND SABA",BES,2018,0.0
"BONAIRE, SAINT EUSTATIUS AND SABA",BES,2019,0.0
"BONAIRE, SAINT EUSTATIUS AND SABA",BES,2020,0.0
BRAZIL,BRA,2000,239929.0
BRAZIL,BRA,2001,413067.0
BRAZIL,BRA,2002,780644.0
BRAZIL,BRA,2003,341902.0
BRAZIL,BRA,2004,112928.0
BRAZIL,BRA,2005,203789.0
BRAZIL,BRA,2006,346550.0
BRAZIL,BRA,2007,559954.0
BRAZIL,BRA,2008,46804.916666666664
BRAZIL,BRA,2009,528883.0
BRAZIL,BRA,2010,1004392.0
BRAZIL,BRA,2011,764032.0
BRAZIL,BRA,2012,48486.666666666664
BRAZIL,BRA,2013,739107.5
BRAZIL,BRA,2014,48897.833333333336
BRAZIL,BRA,2015,141276.91666666666
BRAZIL,BRA,2016,185040.16666666666
BRAZIL,BRA,2017,42735.583333333336
BRAZIL,BRA,2018,39189.083333333336
BRAZIL,BRA,2019,187823.58333333334
BRAZIL,BRA,2020,120524.83333333333
BRAZIL,BRA,2021,81289.5
BRAZIL,BRA,2022,185574.58333333334
BRUNEI DARUSSALAM,BRN,2000,0.0
BRUNEI DARUSSALAM,BRN,2001,0.0
BRUNEI DARUSSALAM,BRN,2002,26.0
BRUNEI DARUSSALAM,BRN,2003,160.0
BRUNEI DARUSSALAM,BRN,2004,36.0
BRUNEI DARUSSALAM,BRN,2005,68.0
BRUNEI DARUSSALAM,BRN,2006,68.0
BRUNEI DARUSSALAM,BRN,2007,18.0
BRUNEI DARUSSALAM,BRN,2008,32.0
BRUNEI DARUSSALAM,BRN,2009,33.0
BRUNEI DARUSSALAM,BRN,2010,299.0
BRUNEI DARUSSALAM,BRN,2011,25.0
BRUNEI DARUSSALAM,BRN,2012,24.166666666666668
BRUNEI DARUSSALAM,BRN,2013,202.83333333333334
BRUNEI DARUSSALAM,BRN,2014,72.66666666666667
BRUNEI DARUSSALAM,BRN,2015,26.416666666666668
BRUNEI DARUSSALAM,BRN,2016,7.0
BRUNEI DARUSSALAM,BRN,2017,75.0
CAMBODIA,KHM,2000,3148.0
CAMBODIA,KHM,2001,880.75
CAMBODIA,KHM,2002,1039.25
CAMBODIA,KHM,2003,12081.0
CAMBODIA,KHM,2004,837.4166666666666
CAMBODIA,KHM,2005,753.5
CAMBODIA,KHM,2006,16669.0
CAMBODIA,KHM,2007,39851.0
CAMBODIA,KHM,2008,818.5833333333334
CAMBODIA,KHM,2009,11699.0
CAMBODIA,KHM,2010,12500.0
CAMBODIA,KHM,2011,2611.4166666666665
CAMBODIA,KHM,2012,3529.3333333333335
CAMBODIA,KHM,2013,2902.9166666666665
CAMBODIA,KHM,2014,616.75
CAMBODIA,KHM,2015,2538.8333333333335
CAMBODIA,KHM,2016,2937.8
CAMBODIA,KHM,2017,808.1666666666666
CAMBODIA,KHM,2018,2905.9166666666665
CAMBODIA,KHM,2019,11405.916666666666
CAMBODIA,KHM,2020,982.6666666666666
CAMBODIA,KHM,2021,158.58333333333334
CAMBODIA,KHM,2022,1048.4166666666667
CAYMAN ISLANDS,CYM,2000,0.0
CAYMAN ISLANDS,CYM,2001,0.0
CAYMAN ISLANDS,CYM,2002,1.0
CAYMAN ISLANDS,CYM,2003,1.0
CAYMAN ISLANDS,CYM,2004,0.0
CAYMAN ISLANDS,CYM,2005,1.0
CAYMAN ISLANDS,CYM,2006,0.0
CAYMAN ISLANDS,CYM,2007,9.0
CAYMAN ISLANDS,CYM,2008,1.0
CAYMAN ISLANDS,CYM,2009,0.0
CAYMAN ISLANDS,CYM,2010,8.0
CAYMAN ISLANDS,CYM,2011,2.0
CAYMAN ISLANDS,CYM,2012,53.0
CAYMAN ISLANDS,CYM,2013,34.5
CAYMAN ISLANDS,CYM,2015,0.3333333333333333
CAYMAN ISLANDS,CYM,2016,0.0
CAYMAN ISLANDS,CYM,2017,0.0
CAYMAN ISLANDS,CYM,2019,2.8
CAYMAN ISLANDS,CYM,2020,2.6666666666666665
CAYMAN ISLANDS,CYM,2021,0.0
CAYMAN ISLANDS,CYM,2022,0.0
CHILE,CHL,2002,636.0
CHILE,CHL,2003,0.0
CHILE,CHL,2004,0.0
CHILE,CHL,2005,0.0
CHILE,CHL,2006,0.0
CHILE,CHL,2007,0.0
CHILE,CHL,2008,0.0
CHILE,CHL,2009,27.0
CHILE,CHL,2010,0.0
CHILE,CHL,2011,1.0
CHILE,CHL,2012,32.0
CHILE,CHL,2013,44.0
CHILE,CHL,2015,3.0
CHILE,CHL,2017,0.0
CHILE,CHL,2018,1.5
CHILE,CHL,2019,2.4166666666666665
CHILE,CHL,2020,0.75
CHILE,CHL,2021,0.0
CHILE,CHL,2022,0.0
CHINA,CHN,2000,67.16666666666667
CHINA,CHN,2001,61.666666666666664
CHINA,CHN,2002,226.58333333333334
CHINA,CHN,2003,93.0
CHINA,CHN,2004,247.0
CHINA,CHN,2005,40.0
CHINA,CHN,2006,1315.0
CHINA,CHN,2007,539.0
CHINA,CHN,2008,30.416666666666668
CHINA,CHN,2009,46.833333333333336
CHINA,CHN,2010,223.0
CHINA,CHN,2011,107.0
CHINA,CHN,2012,157.0
CHINA,CHN,2013,828.3333333333334
CHINA,CHN,2014,7864.666666666667
CHINA,CHN,2015,644.1818181818181
CHINA,CHN,2016,329.8333333333333
CHINA,CHN,2017,960.25
CHINA,CHN,2018,847.6666666666666
CHINA,CHN,2019,3708.75
CHINA,CHN,2020,46.5
CHINA,CHN,2021,0.0
CHINA,CHN,2022,48.7
COLOMBIA,COL,2002,382.0
COLOMBIA,COL,2004,1614.0
COLOMBIA,COL,2005,1938.0
COLOMBIA,COL,2006,2792.5
COLOMBIA,COL,2007,3718.6666666666665
COLOMBIA,COL,2008,2982.0
COLOMBIA,COL,2009,4328.833333333333
COLOMBIA,COL,2010,13355.416666666666
COLOMBIA,COL,2011,2594.4166666666665
COLOMBIA,COL,2012,4718.916666666667
COLOMBIA,COL,2013,10447.25
COLOMBIA,COL,2014,8739.75
COLOMBIA,COL,2015,7986.75
COLOMBIA,COL,2016,8331.416666666666
COLOMBIA,COL,2017,2125.25
COLOMBIA,COL,2018,3725.5
COLOMBIA,COL,2019,10472.5
COLOMBIA,COL,2020,6165.083333333333
COLOMBIA,COL,2021,4175.5
COLOMBIA,COL,2022,5563.166666666667
COOK ISLANDS,COK,2000,0.0
COOK ISLANDS,COK,2001,21.0
COOK ISLANDS,COK,2002,2256.0
COOK ISLANDS,COK,2003,1.0
COOK ISLANDS,COK,2004,4.0
COOK ISLANDS,COK,2005,0.0
COOK ISLANDS,COK,2006,468.0
COOK ISLANDS,COK,2007,1224.0
COOK ISLANDS,COK,2008,11.0
COOK ISLANDS,COK,2009,170.0
COOK ISLANDS,COK,2010,0.0
COOK ISLANDS,COK,2014,946.0
COOK ISLANDS,COK,2016,0.0
COOK ISLANDS,COK,2017,0.1
COOK ISLANDS,COK,2018,0.25
COOK ISLANDS,COK,2019,23.636363636363637
COOK ISLANDS,COK,2020,37.0
COOK ISLANDS,COK,2021,0.5
COOK ISLANDS,COK,2022,0.25
COOK ISLANDS,COK,2023,1.6666666666666667
COSTA RICA,CRI,2000,4907.0
COSTA RICA,CRI,2001,9237.0
COSTA RICA,CRI,2002,12251.0
COSTA RICA,CRI,2003,19669.0
COSTA RICA,CRI,2004,9408.0
COSTA RICA,CRI,2005,37798.0
COSTA RICA,CRI,2006,12124.0
COSTA RICA,CRI,2007,26440.0
COSTA RICA,CRI,2008,7160.0
COSTA RICA,CRI,2009,6946.0
COSTA RICA,CRI,2010,31773.0
COSTA RICA,CRI,2011,13854.0
COSTA RICA,CRI,2012,19880.0
COSTA RICA,CRI,2013,25116.0
COSTA RICA,CRI,2014,908.4166666666666
COSTA RICA,CRI,2015,1449.5
COSTA RICA,CRI,2016,1943.25
COSTA RICA,CRI,2017,4459.0
COSTA RICA,CRI,2018,226.5
COSTA RICA,CRI,2019,789.3333333333334
COSTA RICA,CRI,2020,829.5833333333334
COSTA RICA,CRI,2021,431.1666666666667
COSTA RICA,CRI,2022,592.5
CUBA,CUB,2000,138.0
CUBA,CUB,2001,11432.0
CUBA,CUB,2002,3011.0
CUBA,CUB,2003,0.0
CUBA,CUB,2004,0.0
CUBA,CUB,2005,75.0
CUBA,CUB,2007,28.0
CUBA,CUB,2009,70.0
CUBA,CUB,2010,0.0
CUBA,CUB,2011,0.0
CUBA,CUB,2012,0.0
CUBA,CUB,2013,0.0
CUBA,CUB,2015,50.0
CUBA,CUB,2016,0.0
CUBA,CUB,2020,0.14285714285714285
CUBA,CUB,2022,0.0
CURACAO,CUW,2013,568.0
CURACAO,CUW,2014,0.0
CURACAO,CUW,2015,0.0
CURACAO,CUW,2016,0.0
CURACAO,CUW,2017,0.0
CURACAO,CUW,2018,0.0
CURACAO,CUW,2019,0.0
CURACAO,CUW,2020,0.0
DOMINICA,DMA,2000,15.0
DOMINICA,DMA,2001,5.0
DOMINICA,DMA,2002,0.0
DOMINICA,DMA,2003,0.0
